;id;name;reaction_string
710;FACOAE60;Fatty-acid-CoA thioesterase (hexanoate); 1:h2o_c +  1:hxcoa_c-> 1:coa_c +  1:h_c +  1:hxa_c
711;FACOAE80;Fatty-acid-CoA thioesterase (octanoate); 1:h2o_c +  1:occoa_c-> 1:coa_c +  1:h_c +  1:octa_c
712;FACOAL100t2pp;Fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling); 1:atp_c +  1:coa_c +  1:dca_p +  1:h_p-> 1:amp_c +  1:dcacoa_c +  1:h_c +  1:ppi_c
713;FACOAL120t2pp;Fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling); 1:atp_c +  1:coa_c +  1:ddca_p +  1:h_p-> 1:amp_c +  1:ddcacoa_c +  1:h_c +  1:ppi_c
714;FACOAL140t2pp;Fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling); 1:atp_c +  1:coa_c +  1:h_p +  1:ttdca_p-> 1:amp_c +  1:h_c +  1:ppi_c +  1:tdcoa_c
715;FACOAL141t2pp;Fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling); 1:atp_c +  1:coa_c +  1:h_p +  1:ttdcea_p-> 1:amp_c +  1:h_c +  1:ppi_c +  1:tdecoa_c
716;FACOAL160t2pp;Fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling); 1:atp_c +  1:coa_c +  1:h_p +  1:hdca_p-> 1:amp_c +  1:h_c +  1:pmtcoa_c +  1:ppi_c
717;FACOAL161t2pp;Fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling); 1:atp_c +  1:coa_c +  1:h_p +  1:hdcea_p-> 1:amp_c +  1:h_c +  1:hdcoa_c +  1:ppi_c
718;FACOAL180t2pp;Fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling); 1:atp_c +  1:coa_c +  1:h_p +  1:ocdca_p-> 1:amp_c +  1:h_c +  1:ppi_c +  1:stcoa_c
719;FACOAL181t2pp;Fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling); 1:atp_c +  1:coa_c +  1:h_p +  1:ocdcea_p-> 1:amp_c +  1:h_c +  1:odecoa_c +  1:ppi_c
720;FACOAL60t2pp;Fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling); 1:atp_c +  1:coa_c +  1:h_p +  1:hxa_p-> 1:amp_c +  1:h_c +  1:hxcoa_c +  1:ppi_c
721;FACOAL80t2pp;Fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling); 1:atp_c +  1:coa_c +  1:h_p +  1:octa_p-> 1:amp_c +  1:h_c +  1:occoa_c +  1:ppi_c
722;FADRx;FAD reductase; 1:fad_c +  1:h_c +  1:nadh_c-> 1:fadh2_c +  1:nad_c
723;FADRx2;FAD reductase; 1:fad_c +  1:h_c +  1:nadph_c-> 1:fadh2_c +  1:nadp_c
724;FALDH2;Formaldehyde dehydrogenase; 1:hmgth_c +  1:nad_c-> 1:Sfglutth_c +  1:h_c +  1:nadh_c
725;FALDtex;Formaldehyde transport via diffusion (extracellular to periplasm); 1:fald_e-> 1:fald_p
726;FALDtpp;Formaldehyde transport via diffusion (periplasm); 1:fald_p-> 1:fald_c
727;FALGTHLs;Formaldehyde glutathione ligase (spontaneous); 1:fald_c +  1:gthrd_c-> 1:hmgth_c
728;FBA;Fructose-bisphosphate aldolase; 1:fdp_c-> 1:dhap_c +  1:g3p_c
729;FBP;Fructose-bisphosphatase; 1:fdp_c +  1:h2o_c-> 1:f6p_c +  1:pi_c
730;FCI;L-fucose isomerase; 1:fuc__L_c-> 1:fcl__L_c
731;FCLK;L-fuculokinase; 1:atp_c +  1:fcl__L_c-> 1:adp_c +  1:fc1p_c +  1:h_c
732;BIOMASS_Ec_iAF1260_core_59p81M;E. coli biomass objective function (iAF1260) - core - with 59.81 GAM estimate; 0:10fthf_c +  0:2ohph_c +  0:ala__L_c +  0:amet_c +  0:arg__L_c +  0:asn__L_c +  0:asp__L_c + 59:atp_c +  0:ca2_c +  0:cl_c +  0:coa_c +  0:cobalt2_c +  0:ctp_c +  0:cu2_c +  0:cys__L_c +  0:datp_c +  0:dctp_c +  0:dgtp_c +  0:dttp_c +  0:fad_c +  0:fe2_c +  0:fe3_c +  0:gln__L_c +  0:glu__L_c +  0:gly_c +  0:gtp_c + 54:h2o_c +  0:his__L_c +  0:ile__L_c +  0:k_c +  0:kdo2lipid4_e +  0:leu__L_c +  0:lys__L_c +  0:met__L_c +  0:mg2_c +  0:mlthf_c +  0:mn2_c +  0:mobd_c +  0:murein5px4p_p +  0:nad_c +  0:nadp_c +  0:nh4_c +  0:pe160_c +  0:pe160_p +  0:pe161_c +  0:pe161_p +  0:phe__L_c +  0:pheme_c +  0:pro__L_c +  0:pydx5p_c +  0:ribflv_c +  0:ser__L_c +  0:sheme_c +  0:so4_c +  0:thf_c +  0:thmpp_c +  0:thr__L_c +  0:trp__L_c +  0:tyr__L_c +  0:udcpdp_c +  0:utp_c +  0:val__L_c +  0:zn2_c->59:adp_c + 59:h_c + 59:pi_c +  0:ppi_c
733;FCLPA;L-fuculose 1-phosphate aldolase; 1:fc1p_c-> 1:dhap_c +  1:lald__L_c
734;FCLT;Ferrochelatase; 1:fe2_c +  1:ppp9_c-> 2:h_c +  1:pheme_c
735;FDH4pp_1;Formate dehydrogenase (quinone-8) (periplasm); 1:for_p +  2:h_c +  1:q8_c-> 1:co2_c +  1:h_p +  1:q8h2_c
736;FDH5pp_1;Formate Dehydrogenase (menaquinone-8) (periplasm); 1:for_p +  2:h_c +  1:mqn8_c-> 1:co2_c +  1:h_p +  1:mql8_c
737;FDMO;FMNH2-dependent monooxygenase; 1:fmnh2_c +  1:isetac_c +  1:o2_c-> 1:fmn_c +  1:gcald_c +  1:h2o_c +  1:h_c +  1:so3_c
738;F6PA;Fructose 6-phosphate aldolase; 1:f6p_c-> 1:dha_c +  1:g3p_c
739;F6PP;D-fructose 6-phosphate phosphatase; 1:f6p_c +  1:h2o_c-> 1:fru_c +  1:pi_c
740;FDMO2;FMNH2-dependent monooxygenase (methanesulfonate); 1:fmnh2_c +  1:mso3_c +  1:o2_c-> 1:fald_c +  1:fmn_c +  1:h2o_c +  1:h_c +  1:so3_c
741;FDMO3;FMNH2-dependent monooxygenase (ethanesulfonate); 1:ethso3_c +  1:fmnh2_c +  1:o2_c-> 1:acald_c +  1:fmn_c +  1:h2o_c +  1:h_c +  1:so3_c
742;FDMO4;FMNH2-dependent monooxygenase (butanesulfonate); 1:butso3_c +  1:fmnh2_c +  1:o2_c-> 1:btal_c +  1:fmn_c +  1:h2o_c +  1:h_c +  1:so3_c
743;FDMO6;FMNH2-dependent monooxygenase (sulfoacetate); 1:fmnh2_c +  1:o2_c +  1:sulfac_c-> 1:fmn_c +  1:glx_c +  1:h2o_c +  1:h_c +  1:so3_c
744;FE2abcpp;Iron (II) transport via ABC system (periplasm); 1:atp_c +  1:fe2_p +  1:h2o_c-> 1:adp_c +  1:fe2_c +  1:h_c +  1:pi_c
745;F6Pt6_2pp;Fructose-6-phosphate transport via phosphate antiport (periplasm); 1:f6p_p +  2:pi_c-> 1:f6p_c +  2:pi_p
746;F6Ptex;Fructose 6-phosphate transport via diffusion (extracellular to periplasm); 1:f6p_e-> 1:f6p_p
747;FA100ACPHi;Fatty-acyl-ACP hydrolase; 1:dcaACP_c +  1:h2o_c-> 1:ACP_c +  1:dca_c +  1:h_c
748;FA120ACPHi;Fatty-acyl-ACP hydrolase; 1:ddcaACP_c +  1:h2o_c-> 1:ACP_c +  1:ddca_c +  1:h_c
749;FA140ACPHi;Fatty-acyl-ACP hydrolase; 1:h2o_c +  1:myrsACP_c-> 1:ACP_c +  1:h_c +  1:ttdca_c
750;FA141ACPHi;Fatty-acyl-ACP hydrolase; 1:h2o_c +  1:tdeACP_c-> 1:ACP_c +  1:h_c +  1:ttdcea_c
751;FE2t2pp;Iron (II) transport in via proton symport (periplasm); 1:fe2_p +  1:h_p-> 1:fe2_c +  1:h_c
752;FE2t3pp;Iron (Fe+2) transport out via proton antiport (periplasm); 1:fe2_c +  1:h_p-> 1:fe2_p +  1:h_c
753;FE2tex;Iron (II) transport via diffusion (extracellular to periplasm); 1:fe2_e-> 1:fe2_p
754;FA160ACPHi;Fatty-acyl-ACP hydrolase; 1:h2o_c +  1:palmACP_c-> 1:ACP_c +  1:h_c +  1:hdca_c
755;FE2tpp;Iron (+2) transport in via permease (no H+); 1:fe2_p-> 1:fe2_c
756;FE3DCITabcpp;Iron transport from ferric-dicitrate via ABC system (periplasm); 1:atp_c +  1:fe3dcit_p +  1:h2o_c-> 1:adp_c +  2:cit_c +  1:fe3_c +  1:h_c +  1:pi_c
757;FE3DCITtonex;Ferric-dicitrate transport via ton system (extracellular); 1:fe3dcit_e +  1:h_p-> 1:fe3dcit_p +  1:h_c
758;FE3DHBZR;Release of Fe(III) from ferric 2,3-dihydroxybenzoylserine; 1:fe3dhbzs_c-> 1:23dhbzs_c +  1:fe3_c
759;FE3DHBZSabcpp;Ferric 2,3-dihydroxybenzoylserine transport via ABC system (periplasm); 1:atp_c +  1:fe3dhbzs_p +  1:h2o_c-> 1:adp_c +  1:fe3dhbzs_c +  1:h_c +  1:pi_c
760;FE3DHBZStonex;Ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular); 1:fe3dhbzs_e +  1:h_p-> 1:fe3dhbzs_p +  1:h_c
761;FE3HOXR1;Fe(III)hydroxamate reductase; 1:fadh2_c +  2:fe3hox_c-> 1:fad_c +  2:fe2_c +  2:fe3hox_un_c +  2:h_c
762;FE3HOXR2;Fe(III)hydroxamate reductase; 2:fe3hox_c +  1:fmnh2_c-> 2:fe2_c +  2:fe3hox_un_c +  1:fmn_c +  2:h_c
763;FE3HOXR3;Fe(III)hydroxamate reductase; 2:fe3hox_c +  1:rbflvrd_c-> 2:fe2_c +  2:fe3hox_un_c +  2:h_c +  1:ribflv_c
764;FE3HOXUtex;Fe(III)hydroxamate unloaded secretion; 1:fe3hox_un_c +  1:h_p-> 1:fe3hox_un_p +  1:h_c
765;FE3HOXUtpp;Fe(III)hydroxamate unloaded secretion (extracellular); 1:fe3hox_un_p +  1:h_p-> 1:fe3hox_un_e +  1:h_c
766;FEENTERtonex;Fe-enterobactin transport via ton system (extracellular); 1:feenter_e +  1:h_p-> 1:feenter_p +  1:h_c
767;FEENTERtpp;Enterochelin transport (secretion); 1:enter_c +  1:h_p-> 1:enter_p +  1:h_c
768;FEOXAMR1;Ferroxamine reductase; 1:fadh2_c +  2:feoxam_c-> 1:fad_c +  2:fe2_c +  2:feoxam_un_c +  2:h_c
769;FEOXAMR2;Ferroxamine reductase; 2:feoxam_c +  1:fmnh2_c-> 2:fe2_c +  2:feoxam_un_c +  1:fmn_c +  2:h_c
770;FEOXAMR3;Ferroxamine reductase; 2:feoxam_c +  1:rbflvrd_c-> 2:fe2_c +  2:feoxam_un_c +  2:h_c +  1:ribflv_c
771;FEOXAMUtex;Ferroxamine (minus Fe3) secretion (to extracellular); 1:feoxam_un_p +  1:h_p-> 1:feoxam_un_e +  1:h_c
772;FEOXAMUtpp;Ferroxamine (minus Fe3) secretion (to periplasm); 1:feoxam_un_c +  1:h_p-> 1:feoxam_un_p +  1:h_c
773;FE3HOXabcpp;Ferric-dicitrate transport via ABC system (periplasm); 1:atp_c +  1:fe3hox_p +  1:h2o_c-> 1:adp_c +  1:fe3hox_c +  1:h_c +  1:pi_c
774;FE3HOXexs;Fe(III) hydroxamate Fe-loading reaction (spontaneaous); 1:fe3_e +  1:fe3hox_un_e-> 1:fe3hox_e
775;FE3HOXtonex;Fe(III)hydroxamine transport via ton system (extracellular); 1:fe3hox_e +  1:h_p-> 1:fe3hox_p +  1:h_c
776;FEOXAMabcpp;Ferroxamine transport via ABC system (periplasm); 1:atp_c +  1:feoxam_p +  1:h2o_c-> 1:adp_c +  1:feoxam_c +  1:h_c +  1:pi_c
777;FE3Ri;Fe(III) reduction; 1:fadh2_c +  2:fe3_c-> 1:fad_c +  2:fe2_c +  2:h_c
778;FEOXAMexs;Ferroxamine Fe3-loading reaction (spontaneous); 1:fe3_e +  1:feoxam_un_e-> 1:feoxam_e
779;FEOXAMtonex;Ferroxamine transport via ton system (extracellular); 1:feoxam_e +  1:h_p-> 1:feoxam_p +  1:h_c
780;FEROpp;Ferroxidase; 4:fe2_p +  4:h_p +  1:o2_p-> 4:fe3_p +  2:h2o_p
781;FE3abcpp;Iron (III) transport via ABC system (periplasm to cytoplasm); 1:atp_c +  1:fe3_p +  1:h2o_c-> 1:adp_c +  1:fe3_c +  1:h_c +  1:pi_c
782;FE3tex;Iron (III) transport via diffusion (extracellular to periplasm); 1:fe3_e-> 1:fe3_p
783;FECRMR1;Ferrichrome reductase; 1:fadh2_c +  2:fecrm_c-> 1:fad_c +  2:fe2_c +  2:fecrm_un_c +  2:h_c
784;FECRMR2;Ferrichrome reductase; 2:fecrm_c +  1:fmnh2_c-> 2:fe2_c +  2:fecrm_un_c +  1:fmn_c +  2:h_c
785;FECRMR3;Ferrichrome reductase; 2:fecrm_c +  1:rbflvrd_c-> 2:fe2_c +  2:fecrm_un_c +  2:h_c +  1:ribflv_c
786;FECRMUtex;Ferrichrome (minus Fe) secretion (to extracellular); 1:fecrm_un_p +  1:h_p-> 1:fecrm_un_e +  1:h_c
787;FFSD;Beta-fructofuranosidase; 1:h2o_c +  1:suc6p_c-> 1:fru_c +  1:g6p_c
788;FHL;Formate-hydrogen lyase; 1:for_c +  1:h_c-> 1:co2_c +  1:h2_c
789;FLDR;Flavodoxin reductase (NADPH); 1:fldox_c +  1:h_c +  1:nadph_c-> 1:fldrd_c +  1:nadp_c
790;FLVR;Flavin reductase; 1:h_c +  1:nadph_c +  1:ribflv_c-> 1:nadp_c +  1:rbflvrd_c
791;FECRMUtpp;Ferrichrome (minus Fe) secretion (to periplasm); 1:fecrm_un_c +  1:h_p-> 1:fecrm_un_p +  1:h_c
792;FECRMabcpp;Ferrichrome transport via ABC system (periplasm); 1:atp_c +  1:fecrm_p +  1:h2o_c-> 1:adp_c +  1:fecrm_c +  1:h_c +  1:pi_c
793;FECRMexs;Ferrichrome Fe(III)-loading reaction (spontaneous); 1:fe3_e +  1:fecrm_un_e-> 1:fecrm_e
794;FECRMtonex;Ferrichrome transport via ton system (extracellular); 1:fecrm_e +  1:h_p-> 1:fecrm_p +  1:h_c
795;FEENTERR1;Fe-enterobactin reduction (Fe(III)-unloading); 1:fadh2_c +  2:feenter_c-> 2:enter_c +  1:fad_c +  2:fe2_c +  2:h_c
796;FEENTERR2;Fe-enterobactin reduction (Fe(III)-unloading); 2:feenter_c +  1:fmnh2_c-> 2:enter_c +  2:fe2_c +  1:fmn_c +  2:h_c
797;FLVRx;Flavin reductase (NAD); 1:h_c +  1:nadh_c +  1:ribflv_c-> 1:nad_c +  1:rbflvrd_c
798;FMETTRS;Methionyl-tRNA formyltransferase; 1:10fthf_c +  1:mettrna_c-> 1:fmettrna_c +  1:h_c +  1:thf_c
799;FMNAT;FMN adenylyltransferase; 1:atp_c +  1:fmn_c +  1:h_c-> 1:fad_c +  1:ppi_c
800;FMNRx;FMN reductase; 1:fmn_c +  1:h_c +  1:nadh_c-> 1:fmnh2_c +  1:nad_c
801;FMNRx2;FMN reductase; 1:fmn_c +  1:h_c +  1:nadph_c-> 1:fmnh2_c +  1:nadp_c
802;FORt2pp;Formate transport via proton symport (uptake only, periplasm); 1:for_p +  1:h_p-> 1:for_c +  1:h_c
803;FORtex;Formate transport via diffusion (extracellular to periplasm); 1:for_e-> 1:for_p
804;FORtppi;Formate transport via diffusion (cytoplasm to periplasm); 1:for_c-> 1:for_p
805;FEENTERR3;Fe-enterobactin reduction (Fe(III)-unloading); 2:feenter_c +  1:rbflvrd_c-> 2:enter_c +  2:fe2_c +  2:h_c +  1:ribflv_c
806;FEENTERabcpp;Fe-enterobactin transport via ABC system (periplasm); 1:atp_c +  1:feenter_p +  1:h2o_c-> 1:adp_c +  1:feenter_c +  1:h_c +  1:pi_c
807;FEENTERexs;Enterobactin Fe(III) binding (spontaneous); 1:enter_e +  1:fe3_e-> 1:feenter_e
808;FRD2;Fumarate reductase; 1:fum_c +  1:mql8_c-> 1:mqn8_c +  1:succ_c
809;FEENTERtex;Enterochelin transport (secretion periplasm); 1:enter_p +  1:h_p-> 1:enter_e +  1:h_c
810;FRD3;Fumarate reductase; 1:2dmmql8_c +  1:fum_c-> 1:2dmmq8_c +  1:succ_c
811;FRUK;Fructose-1-phosphate kinase; 1:atp_c +  1:f1p_c-> 1:adp_c +  1:fdp_c +  1:h_c
812;FRULYSDG;Fructoselysine phosphate deglycase; 1:frulysp_c +  1:h2o_c-> 1:g6p_c +  1:lys__L_c
813;FRULYSE;Fructoselysine 3-epimerase; 1:psclys_c-> 1:frulys_c
814;G3PItex;Glycero-3-phospho-1-inositol transport via diffusion (extracellular to periplasm); 1:g3pi_e-> 1:g3pi_p
815;FRULYSK;Fructoselysine Kinase; 1:atp_c +  1:frulys_c-> 1:adp_c +  1:frulysp_c +  1:h_c
816;G3PSabcpp;Sn-glycerol-3-phosphoserine transport via ABC system (periplasm); 1:atp_c +  1:g3ps_p +  1:h2o_c-> 1:adp_c +  1:g3ps_c +  1:h_c +  1:pi_c
817;G3PStex;Glycerophosphserine transport via diffusion (extracellular to periplasm); 1:g3ps_e-> 1:g3ps_p
818;G3PT;Glycerol-3-phosphatase; 1:glyc3p_c +  1:h2o_c-> 1:glyc_c +  1:pi_c
819;FRULYSt2pp;Fructoselysine transport via proton symport (periplasm); 1:frulys_p +  1:h_p-> 1:frulys_c +  1:h_c
820;FRULYStex;Fructoselysine transporter via diffusion (extracellular); 1:frulys_e-> 1:frulys_p
821;FRUURt2rpp;D-fructuronate transport via proton symport, reversible (periplasm); 1:fruur_p +  1:h_p-> 1:fruur_c +  1:h_c
822;G5SADs;L-glutamate 5-semialdehyde dehydratase (spontaneous); 1:glu5sa_c-> 1:1pyr5c_c +  1:h2o_c +  1:h_c
823;G5SD;Glutamate-5-semialdehyde dehydrogenase; 1:glu5p_c +  1:h_c +  1:nadph_c-> 1:glu5sa_c +  1:nadp_c +  1:pi_c
824;G6PDA;Glucosamine-6-phosphate deaminase; 1:gam6p_c +  1:h2o_c-> 1:f6p_c +  1:nh4_c
825;G6PDH2r;Glucose 6-phosphate dehydrogenase; 1:g6p_c +  1:nadp_c-> 1:6pgl_c +  1:h_c +  1:nadph_c
826;G6PP;Glucose-6-phosphate phosphatase; 1:g6p_c +  1:h2o_c-> 1:glc__D_c +  1:pi_c
827;G6Pt6_2pp;Glucose-6-phosphate transport via phosphate antiport (periplasm); 1:g6p_p +  2:pi_c-> 1:g6p_c +  2:pi_p
828;FRUURtex;D-fructuronate transport via diffusion (extracellular); 1:fruur_e-> 1:fruur_p
829;FRUpts2pp;Fructose transport via PEP:Pyr PTS (f6p generating) (periplasm); 1:fru_p +  1:pep_c-> 1:f6p_c +  1:pyr_c
830;FRUptspp;D-fructose transport via PEP:Pyr PTS (periplasm); 1:fru_p +  1:pep_c-> 1:f1p_c +  1:pyr_c
831;FRUtex;D-fructose transport via diffusion (extracellular to periplasm); 1:fru_e-> 1:fru_p
832;FTHFD;Formyltetrahydrofolate deformylase; 1:10fthf_c +  1:h2o_c-> 1:for_c +  1:h_c +  1:thf_c
833;FUCtex;L-fucose transport via diffusion (extracellular to periplasm); 1:fuc__L_e-> 1:fuc__L_p
834;FUCtpp;L-fucose transport via proton symport (periplasm); 1:fuc__L_p +  1:h_p-> 1:fuc__L_c +  1:h_c
835;FUM;Fumarase; 1:fum_c +  1:h2o_c-> 1:mal__L_c
836;G6Ptex;Glucose 6-phosphate transport via diffusion (extracellular to periplasm); 1:g6p_e-> 1:g6p_p
837;GAL1PPpp;D-galactose 1-phosphatase; 1:gal1p_p +  1:h2o_p-> 1:gal_p +  1:pi_p
838;GAL1Ptex;D-galactose 1-phosphate transport via diffusion (extracellular to periplasm); 1:gal1p_e-> 1:gal1p_p
839;GALBDtex;Beta D-galactose transport via diffusion (extracellular to periplasm); 1:gal_bD_e-> 1:gal_bD_p
840;FUMt2_2pp;Fumarate transport via proton symport (2 H) (periplasm); 1:fum_p +  2:h_p-> 1:fum_c +  2:h_c
841;FUMt2_3pp;Fumarate transport via proton symport (3 H) (periplasm); 1:fum_p +  3:h_p-> 1:fum_c +  3:h_c
842;GALCTD;Galactarate dehydratase; 1:galct__D_c-> 1:5dh4dglc_c +  1:h2o_c
843;GALCTLO;L-galactonate oxidoreductase; 1:galctn__L_c +  1:nad_c-> 1:h_c +  1:nadh_c +  1:tagur_c
844;FUMtex;Fumarate transport via diffusion (extracellular to periplasm); 1:fum_e-> 1:fum_p
845;G1PACT;Glucosamine-1-phosphate N-acetyltransferase; 1:accoa_c +  1:gam1p_c-> 1:acgam1p_c +  1:coa_c +  1:h_c
846;G1PPpp;Glucose-1-phosphatase; 1:g1p_p +  1:h2o_p-> 1:glc__D_p +  1:pi_p
847;G1PTT;Glucose-1-phosphate thymidylyltransferase; 1:dttp_c +  1:g1p_c +  1:h_c-> 1:dtdpglu_c +  1:ppi_c
848;GALCTND;Galactonate dehydratase; 1:galctn__D_c-> 1:2dh3dgal_c +  1:h2o_c
849;GALCTNLt2pp;L-galactonate transport via proton symport (periplasm); 1:galctn__L_p +  1:h_p-> 1:galctn__L_c +  1:h_c
850;G1Ptex;D-glucose 1-phosphate transport via diffusion; 1:g1p_e-> 1:g1p_p
851;G1SAT;Glutamate-1-semialdehyde aminotransferase; 1:glu1sa_c-> 1:5aop_c
852;G2PPpp;Glycerol 2-phosphate phosphatase (periplasmic); 1:glyc2p_p +  1:h2o_p-> 1:glyc_p +  1:pi_p
853;G3PAT120;Glycerol-3-phosphate acyltransferase (C12:0); 1:ddcaACP_c +  1:glyc3p_c-> 1:1ddecg3p_c +  1:ACP_c
854;GALCTNLtex;L-galactonate transport via diffusion (extracellular to periplasm); 1:galctn__L_e-> 1:galctn__L_p
855;GALCTNt2pp;D-galactonate transport via proton symport (periplasm); 1:galctn__D_p +  1:h_p-> 1:galctn__D_c +  1:h_c
856;GALCTNtex;D-galactonate transport via diffusion (extracellular to periplasm); 1:galctn__D_e-> 1:galctn__D_p
857;GALCTt2rpp;D-galactarte transport via proton symport, reversible (periplasm); 1:galct__D_p +  1:h_p-> 1:galct__D_c +  1:h_c
858;GALCTtex;D-galactarte transport via diffusion (extracellular to periplasm); 1:galct__D_e-> 1:galct__D_p
859;GALKr;Galactokinase; 1:atp_c +  1:gal_c-> 1:adp_c +  1:gal1p_c +  1:h_c
860;GALM2pp;Aldose-1-epimerase; 1:gal_bD_p-> 1:gal_p
861;GALS3;A-galactosidase (melibiose); 1:h2o_c +  1:melib_c-> 1:gal_c +  1:glc__D_c
862;GALT1;Galactosyltransferase I (LPS core synthesis); 1:gicolipa_c +  1:udpg_c-> 1:gagicolipa_c +  1:h_c +  1:udp_c
863;G3PAT140;Glycerol-3-phosphate acyltransferase (C14:0); 1:glyc3p_c +  1:myrsACP_c-> 1:1tdecg3p_c +  1:ACP_c
864;G3PAT141;Glycerol-3-phosphate acyltransferase (C14:1); 1:glyc3p_c +  1:tdeACP_c-> 1:1tdec7eg3p_c +  1:ACP_c
865;G3PAT160;Glycerol-3-phosphate acyltransferase (C16:0); 1:glyc3p_c +  1:palmACP_c-> 1:1hdecg3p_c +  1:ACP_c
866;G3PAT161;Glycerol-3-phosphate acyltransferase (C16:1); 1:glyc3p_c +  1:hdeACP_c-> 1:1hdec9eg3p_c +  1:ACP_c
867;G3PAT180;Glycerol-3-phosphate acyltransferase (C18:0); 1:glyc3p_c +  1:ocdcaACP_c-> 1:1odecg3p_c +  1:ACP_c
868;G3PAT181;Glycerol-3-phosphate acyltransferase (C18:1); 1:glyc3p_c +  1:octeACP_c-> 1:1odec11eg3p_c +  1:ACP_c
869;GALTptspp;Galactitol transport via PEP:Pyr PTS (periplasm); 1:galt_p +  1:pep_c-> 1:galt1p_c +  1:pyr_c
870;GALTtex;Galactitol transport via diffusion (extracellular to periplasm); 1:galt_e-> 1:galt_p
871;G3PCabcpp;Sn-glycerol-3-phosphocholine transport via ABC system (periplasm); 1:atp_c +  1:g3pc_p +  1:h2o_c-> 1:adp_c +  1:g3pc_c +  1:h_c +  1:pi_c
872;GALURt2rpp;D-galacturonate transport via proton symport, reversible (periplasm); 1:galur_p +  1:h_p-> 1:galur_c +  1:h_c
873;GALURtex;D-galacturonate transport via diffusion (extracellular to periplasm); 1:galur_e-> 1:galur_p
874;GALUi;UTP-glucose-1-phosphate uridylyltransferase (irreversible); 1:g1p_c +  1:h_c +  1:utp_c-> 1:ppi_c +  1:udpg_c
875;GALabcpp;D-galactose transport via ABC system (periplasm); 1:atp_c +  1:gal_p +  1:h2o_c-> 1:adp_c +  1:gal_c +  1:h_c +  1:pi_c
876;GALt2pp;D-galactose transport in via proton symport (periplasm); 1:gal_p +  1:h_p-> 1:gal_c +  1:h_c
877;G3PCtex;Glycero-3-phosphocholine transport via diffusion (extracellular to periplasm); 1:g3pc_e-> 1:g3pc_p
878;G3PD2;Glycerol-3-phosphate dehydrogenase (NADP); 1:glyc3p_c +  1:nadp_c-> 1:dhap_c +  1:h_c +  1:nadph_c
879;G3PD5;Glycerol-3-phosphate dehydrogenase (ubiquinone-8); 1:glyc3p_c +  1:q8_c-> 1:dhap_c +  1:q8h2_c
880;G3PD6;Glycerol-3-phosphate dehydrogenase (menaquinone-8); 1:glyc3p_c +  1:mqn8_c-> 1:dhap_c +  1:mql8_c
881;GALtex;D-galactose transport via diffusion (extracellular to periplasm); 1:gal_e-> 1:gal_p
882;GAM6Pt6_2pp;D-Glucosamine 6-phosphate transport via phosphate antiport (periplasm); 1:gam6p_p +  2:pi_c-> 1:gam6p_c +  2:pi_p
883;G3PD7;Glycerol-3-phosphate dehydrogenase (demethylmenaquinone-8); 1:2dmmq8_c +  1:glyc3p_c-> 1:2dmmql8_c +  1:dhap_c
884;GAMAN6Ptex;D-glucosamine 6-phosphate transport via diffusion (extracellular to periplasm); 1:gam6p_e-> 1:gam6p_p
885;G3PEabcpp;Sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm); 1:atp_c +  1:g3pe_p +  1:h2o_c-> 1:adp_c +  1:g3pe_c +  1:h_c +  1:pi_c
886;GAMptspp;D-glucosamine transport via PEP:Pyr PTS (periplasm); 1:gam_p +  1:pep_c-> 1:gam6p_c +  1:pyr_c
887;GAMtex;D-glucosamine transport via diffusion (extracellular to periplasm); 1:gam_e-> 1:gam_p
888;G3PEtex;Glycero-3-phosphoethanolamine transport via diffusion (extracellular to periplasm); 1:g3pe_e-> 1:g3pe_p
889;G3PGabcpp;Sn-glycerol-3-phosphoglycerol transport via ABC system (periplasm); 1:atp_c +  1:g3pg_p +  1:h2o_c-> 1:adp_c +  1:g3pg_c +  1:h_c +  1:pi_c
890;G3PGtex;Glycerophoglycerol transport via diffusion (extracellular to periplasm); 1:g3pg_e-> 1:g3pg_p
891;G3PIabcpp;Sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm); 1:atp_c +  1:g3pi_p +  1:h2o_c-> 1:adp_c +  1:g3pi_c +  1:h_c +  1:pi_c
892;GAPD;Glyceraldehyde-3-phosphate dehydrogenase; 1:g3p_c +  1:nad_c +  1:pi_c-> 1:13dpg_c +  1:h_c +  1:nadh_c
893;GARFT;Phosphoribosylglycinamide formyltransferase; 1:10fthf_c +  1:gar_c-> 1:fgam_c +  1:h_c +  1:thf_c
894;GART;GAR transformylase-T; 1:atp_c +  1:for_c +  1:gar_c-> 1:adp_c +  1:fgam_c +  1:h_c +  1:pi_c
